metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1708385565,7.000000,,,,,,,,,,,,,,,,
vus_max,1708385565,50.000000,,,,,,,,,,,,,,,,
vus,1708385566,8.000000,,,,,,,,,,,,,,,,
vus_max,1708385566,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385566,1.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_duration,1708385566,3906.691100,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_blocked,1708385566,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_connecting,1708385566,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385566,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_sending,1708385566,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_waiting,1708385566,3906.639200,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_receiving,1708385566,0.051900,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_failed,1708385566,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
vus,1708385567,9.000000,,,,,,,,,,,,,,,,
vus_max,1708385567,50.000000,,,,,,,,,,,,,,,,
vus,1708385568,9.000000,,,,,,,,,,,,,,,,
vus_max,1708385568,50.000000,,,,,,,,,,,,,,,,
vus,1708385569,10.000000,,,,,,,,,,,,,,,,
vus_max,1708385569,50.000000,,,,,,,,,,,,,,,,
vus,1708385570,11.000000,,,,,,,,,,,,,,,,
vus_max,1708385570,50.000000,,,,,,,,,,,,,,,,
vus,1708385571,12.000000,,,,,,,,,,,,,,,,
vus_max,1708385571,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385571,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385571,8279.428600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385571,8248.045800,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385571,31.382800,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385571,1.000000,Sign in successful,,,,,,,,default,,,,,,,
http_reqs,1708385571,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385571,8305.157100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385571,3732.090400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385571,3732.090400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385571,0.552400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385571,5092.541600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385571,3212.063100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_reqs,1708385571,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385571,8297.256700,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385571,1291.217000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385571,1290.644300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385571,8266.669600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385571,30.587100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385571,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385571,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385571,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
checks,1708385571,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
http_reqs,1708385571,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385571,8593.744900,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385571,105.134300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385571,105.134300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385571,8249.432800,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385571,344.312100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385571,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385571,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385571,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
vus,1708385572,13.000000,,,,,,,,,,,,,,,,
vus_max,1708385572,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385572,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385572,9585.757600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385572,2490.311100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385572,2490.311100,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385572,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385572,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385572,8298.310200,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385572,1287.447400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385572,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385572,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385572,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
vus,1708385573,14.000000,,,,,,,,,,,,,,,,
vus_max,1708385573,50.000000,,,,,,,,,,,,,,,,
vus,1708385574,14.000000,,,,,,,,,,,,,,,,
vus_max,1708385574,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385574,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385574,7639.060000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385574,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385574,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385574,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385574,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385574,7071.974300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385574,567.085700,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385574,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385574,1.000000,Sign in successful,,,,,,,,default,,,,,,,
vus,1708385575,15.000000,,,,,,,,,,,,,,,,
vus_max,1708385575,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385576,1.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_duration,1708385576,4490.045200,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_blocked,1708385576,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_connecting,1708385576,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_tls_handshaking,1708385576,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_sending,1708385576,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_waiting,1708385576,4489.402800,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_receiving,1708385576,0.642400,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_failed,1708385576,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_reqs,1708385576,1.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_duration,1708385576,4142.394600,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_blocked,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_connecting,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_sending,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_waiting,1708385576,4142.394600,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_receiving,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_failed,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_reqs,1708385576,1.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_duration,1708385576,4488.920200,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_blocked,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_connecting,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_sending,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_waiting,1708385576,4487.668300,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_receiving,1708385576,1.251900,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_failed,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_reqs,1708385576,1.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_duration,1708385576,4488.920200,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_blocked,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_connecting,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_sending,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_waiting,1708385576,4487.668300,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_receiving,1708385576,1.251900,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_failed,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_reqs,1708385576,1.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_duration,1708385576,3201.315000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_blocked,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_connecting,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_sending,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_waiting,1708385576,3200.805300,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_receiving,1708385576,0.509700,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
http_req_failed,1708385576,0.000000,,,,true,,POST,http://172.232.207.33/login,HTTP/1.1,default,,302,,,http://172.232.207.33/login,,
vus,1708385576,16.000000,,,,,,,,,,,,,,,,
vus_max,1708385576,50.000000,,,,,,,,,,,,,,,,
vus,1708385577,17.000000,,,,,,,,,,,,,,,,
vus_max,1708385577,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385577,1.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_duration,1708385577,2865.482700,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_blocked,1708385577,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_connecting,1708385577,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_tls_handshaking,1708385577,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_sending,1708385577,0.518500,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_waiting,1708385577,2860.318600,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_receiving,1708385577,4.645600,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
http_req_failed,1708385577,0.000000,,,,true,,GET,http://172.232.207.33/patients,HTTP/1.1,default,,302,,,http://172.232.207.33/patients,,
vus,1708385578,18.000000,,,,,,,,,,,,,,,,
vus_max,1708385578,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385578,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385578,2550.824300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385578,2105.959900,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385578,444.864400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385578,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385578,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
http_reqs,1708385578,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385578,7347.539500,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385578,7137.255200,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385578,7135.201900,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385578,1.461600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385578,4487.458600,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385578,2858.619300,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385578,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385578,1.000000,status is 200,,,,,,,,default,,,,,,,
checks,1708385578,0.000000,transaction time is OK,,,,,,,,default,,,,,,,
vus,1708385579,18.000000,,,,,,,,,,,,,,,,
vus_max,1708385579,50.000000,,,,,,,,,,,,,,,,
http_reqs,1708385579,1.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_duration,1708385579,6547.925200,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_blocked,1708385579,7269.637900,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_connecting,1708385579,7269.637900,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_tls_handshaking,1708385579,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_sending,1708385579,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_waiting,1708385579,3409.384400,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_receiving,1708385579,3138.540800,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
http_req_failed,1708385579,0.000000,,,,true,,GET,http://172.232.207.33/login,HTTP/1.1,default,,200,,,http://172.232.207.33/login,,
checks,1708385579,1.000000,status is 200,,,,,,,,default,,,,,,,
